1965,3,4,10,12,28,52,143,20,4.1
1965,3,25,16,57,29,49.4,142.2,20,3.5
1965,3,27,20,16,45,50,143.9,20,3.6
1965,4,1,18,4,35,48.8,144.6,20,3.3
1965,4,19,14,14,9,51.8,143.2,10,3.7
1965,4,21,1,5,20,48.9,141.8,20,3.3
1965,5,2,9,5,33,51.8,143.2,12,4.7
1965,6,22,5,36,59,47.4,142.6,15,3.5
1965,7,17,14,2,38,52.7,143.6,20,3.6
1965,7,17,19,14,33,50.4,142.6,20,3.3
1965,8,1,15,2,55,46.8,143.9,400,4.7
1965,8,10,12,36,0,50.5,142.1,20,3.6
1965,9,10,15,1,55,46.6,143.7,100,4.6
1965,9,24,23,4,26,50,143.9,20,3.3
1965,10,27,22,40,26,45.7,143,300,4
1965,11,26,7,0,38,46.9,142.8,20,3.3
1966,1,5,17,56,21,47.9,141,20,3.6
1966,1,27,11,11,23,48.7,143,20,3.6
1966,3,4,14,4,17,50.2,142.5,20,3.9
1966,4,4,9,23,20,50.6,143.6,15,4.5
1966,6,2,9,59,46,47,143.7,15,4.6
1966,6,18,22,14,37,47.4,142.4,15,3.9
1966,7,20,10,50,22,46.6,142.9,10,3.6
1966,7,20,11,8,13,46.7,142.9,7,3.9
1966,9,9,5,49,28,47.4,142,15,3.4
1966,9,14,5,42,29,51.6,143.9,15,3.6
1966,9,15,12,54,23,50.4,142.2,15,3.9
1966,9,19,15,53,29,49.3,141.6,20,3.4
1966,10,9,17,53,22,49.4,142.4,15,3.4
1966,10,20,9,9,27,52.5,143.7,20,4.1
1966,11,25,14,53,54,47.1,142.1,15,3.4
1966,11,28,8,30,43,50.2,144.3,15,3.6
1966,12,15,13,43,32,49.1,142.1,15,3.6
1967,1,4,9,15,21,50.3,143.2,15,3.4
1967,1,7,10,1,11,52,143.3,12,4.3
1967,1,9,20,26,9,51.5,143.5,10,3.6
1967,1,23,1,4,26,54,143.9,15,3.6
1967,3,4,20,31,16,47.2,141.9,10,3.4
1967,3,4,20,47,6,47.2,141.9,10,3.6
1967,4,12,12,15,3,48.9,141.5,15,3.6
1967,4,17,19,22,3,52.2,143.6,15,3.6
1967,4,19,10,33,58,47.5,142.5,10,4.4
1967,4,19,10,53,39,47.4,142.6,10,3.6
1967,4,26,17,15,43,51.7,143.9,15,3.9
1967,5,4,18,35,40,49.5,142.4,15,3.6
1967,5,17,11,4,24,45.7,140.9,150,3.9
1967,5,21,3,52,25,51.4,144,15,3.4
1967,5,25,18,52,18,46,143.1,330,4
1967,5,30,1,29,47,51.9,143.9,15,3.4
1967,6,2,21,58,16,50.5,141.9,15,3.6
1967,7,17,22,35,33,49.6,141.5,15,4.1
1967,8,5,16,58,41,48.3,142.3,15,3.6
1967,8,12,6,8,1,49.8,144.4,15,3.9
1967,9,2,19,12,30,53.1,143.6,15,4.1
1967,9,20,10,40,53,48.3,143,15,3.4
1967,10,1,4,54,48,49.7,142.9,15,3.4
1967,11,2,22,4,58,50.2,142.1,15,3.6
1967,11,20,16,50,7,46.4,141.7,8,4.2
1967,11,21,18,42,28,46.5,141.7,10,3.6
1967,12,3,3,58,55,52.6,144.2,15,3.6
1967,12,19,21,53,32,47.3,142.4,15,3.6
1967,12,24,8,34,11,54.76,143.85,16,5.5
1967,12,24,20,23,52,54.6,143.7,20,4.1
1967,12,24,22,18,9,54.7,143.5,20,3.6
1967,12,25,11,55,18,54.8,143.5,20,3.9
1967,12,29,20,19,57,54.7,143.8,20,4.3
1968,1,25,23,53,50,51.3,143.4,15,3.6
1968,1,26,18,50,51,51.9,143.4,10,4.2
1968,2,5,11,57,15,47.2,142.8,10,3.4
1968,2,25,11,27,8,48.1,143.1,20,3.6
1968,3,8,18,38,8,49.5,142.3,15,4.1
1968,3,26,15,44,22,50.3,144.6,5,3.9
1968,3,29,16,41,49,49.6,142.1,5,3.6
1968,4,12,3,55,42,52.1,144.6,15,3.6
1968,4,17,4,49,54,54.2,141.7,20,3.6
1968,4,23,14,33,10,52.4,143.4,15,3.6
1968,5,10,6,52,52,54.3,144.7,20,3.6
1968,5,13,23,28,14,46.7,141.9,15,4.1
1968,5,13,23,33,36,46.4,142,15,3.3
1968,5,14,17,5,1,54.4,144.4,15,4.1
1968,5,15,5,52,32,54.1,144.8,15,4.1
1968,5,16,17,33,20,46.4,141.7,15,4.1
1968,6,15,11,17,57,52,143.7,15,5
1968,6,15,12,25,4,50.8,144.3,15,3.9
1968,6,15,14,15,21,51.9,143.9,5,4.1
1968,6,15,20,5,55,51.7,144.3,15,3.3
1968,6,27,20,21,10,52.1,141.7,10,3.6
1968,6,29,3,2,26,51.4,144.6,15,3.6
1968,7,14,13,12,59,46.5,141.7,4,3.5
1968,7,14,18,30,5,48.5,141.8,5,3.5
1968,7,21,11,59,58,46.7,142.3,8,3.5
1968,7,22,14,11,50,49.6,142.2,10,3.3
1968,8,2,18,54,37,51.7,143.4,15,3.3
1968,8,18,19,19,24,49.4,142.1,9,3.7
1968,9,8,0,14,32,51.9,143.7,20,3.6
1968,9,13,22,23,37,52.3,144.3,20,4.1
1968,9,23,22,28,16,49,141.7,10,3.3
1968,10,1,0,18,42,45.8,141.6,5,3.3
1968,10,4,10,23,57,49.2,141.8,0,3.6
1968,10,29,14,41,26,50.4,143.8,0,3.3
1968,11,4,11,10,19,47.1,142,10,3.6
1968,11,28,16,3,8,46.7,142.6,15,3.6
1968,12,7,16,27,46,50.8,143.8,10,3.8
1969,1,12,3,10,58,47.1,142,15,3.4
1969,1,18,20,18,18,54.4,143.8,15,3.3
1969,1,18,20,32,28,54.4,144.3,15,3.3
1969,1,23,11,27,22,53,143.4,15,3.8
1969,1,30,8,36,8,47.2,142.4,20,3.6
1969,2,1,23,12,56,54,143.5,15,3.4
1969,2,22,3,36,15,51.9,143.2,20,4.1
1969,2,24,16,35,34,52.6,143.3,10,3.9
1969,2,27,20,54,41,47.4,142.4,20,4.5
1969,2,28,1,58,6,53.9,142.7,20,4.1
1969,3,2,13,4,9,47.4,142.2,5,3.6
1969,3,11,15,11,52,54.7,144.1,15,4.2
1969,3,14,6,14,32,48.9,141.7,15,3.5
1969,3,24,10,2,36,46.6,142.2,15,3.5
1969,4,5,22,40,11,51.9,144.2,10,3.9
1969,5,1,20,49,36,54.4,141.4,15,3.4
1969,5,18,14,18,36,46.2,141.3,5,3.4
1969,5,22,0,27,49,53.59,143.8,5,4.2
1969,6,6,7,0,9,45.9,143.1,350,3.2
1969,6,9,22,7,44,53.2,143.8,15,3.8
1969,6,29,16,45,39,54.4,141.7,15,3.3
1969,7,8,14,34,15,49.48,142.3,10,3.6
1969,7,10,15,58,36,52.6,144.1,10,4.5
1969,7,13,9,51,45,50.25,144.14,20,3.8
1969,7,20,23,28,21,48.29,142.07,10,3.3
1969,7,21,14,53,51,50.4,143.4,10,3.3
1969,7,22,18,36,59,47.16,142.26,20,3.8
1969,7,27,12,55,56,47.33,142.2,5,3.7
1969,7,28,1,42,7,47.49,141.7,5,3.3
1969,7,31,21,53,38,45.6,142.6,30,3.9
1969,8,5,8,10,10,48.26,142.13,20,3.3
1969,9,3,18,39,58,54.2,142.2,15,3.3
1969,9,11,18,6,39,48.76,142.62,10,3.3
1969,10,1,9,48,22,50.2,143.9,5,3.3
1969,10,13,5,35,26,51.4,141.72,5,3.3
1969,11,7,21,8,31,48.8,142.3,20,3.6
1969,11,16,15,1,29,49.56,142.33,10,4.8
1969,11,19,12,5,52,49.6,142.34,5,3.6
1969,11,26,13,59,55,49.55,142.39,5,3.3
1969,12,5,0,55,20,49.59,142.49,5,3.5
1969,12,18,13,32,5,46.08,142.55,357,6
1969,12,23,3,41,14,53.5,142.7,15,3.4
1970,1,1,10,30,48,51.72,143.13,20,3.9
1970,1,6,5,58,8,49.6,142.35,25,5.5
1970,1,6,7,12,38,49.59,142.43,22,4.7
1970,1,6,7,16,30,49.43,142.38,20,3.6
1970,1,6,10,23,52,49.55,142.25,20,3.3
1970,1,6,17,40,52,49.55,141.95,10,3.4
1970,1,6,19,9,25,49.45,142.53,10,3.6
1970,1,7,22,31,20,49.45,142.22,10,3.6
1970,1,7,23,49,3,49.55,141.73,10,4.3
1970,1,19,3,21,33,49.55,142.42,10,3.4
1970,2,14,13,18,45,54.6,142.9,15,3.4
1970,2,14,21,34,42,51.7,143.9,20,3.4
1970,2,17,18,16,22,49,143.7,20,3.6
1970,2,17,19,57,14,51.9,143,20,3.6
1970,3,9,8,20,14,48.55,142.26,10,3.4
1970,3,24,10,9,1,49.5,142.42,10,3.6
1970,3,27,11,21,28,53,143.4,10,3.3
1970,3,27,13,38,24,52.8,143.4,10,3.3
1970,4,16,13,33,4,51.7,143.7,15,3.6
1970,4,29,17,21,28,49.7,142.77,20,3.6
1970,6,17,4,38,53,51.9,142.9,10,3.6
1970,7,6,19,36,29,49.62,142.23,10,3.6
1970,7,6,23,17,44,49.5,142.34,10,3.9
1970,7,6,23,28,2,49.55,142.52,10,3.6
1970,7,6,23,40,49,49.56,142.4,10,3.9
1970,7,13,0,54,13,49.56,142.38,10,3.6
1970,7,27,13,52,52,48,142,15,3.6
1970,8,31,9,45,31,49.53,142.32,20,4.5
1970,9,1,19,7,59,53.4,143.1,7,4.2
1970,9,2,10,54,58,53.3,143,10,3.4
1970,10,1,9,42,30,46.6,143.8,390,5
1970,10,22,23,55,19,48.1,145.5,470,4.8
1970,10,25,1,50,15,51.9,142.9,20,3.6
1970,11,4,11,34,53,51.2,143.4,15,3.3
1970,11,14,17,48,45,51.4,143.1,15,3.4
1970,12,7,8,31,17,50.4,143.15,10,3.6
1970,12,15,9,30,30,53.4,143,10,3.3
1970,12,19,6,22,17,49.55,142.15,15,3.6
1971,1,6,16,14,23,49.52,142.58,10,3.4
1971,1,10,20,5,10,55.1,142.1,20,4.9
1971,1,12,19,5,20,54.4,142.6,15,3.3
1971,2,13,1,29,21,46.65,142.45,10,4
1971,2,22,7,44,15,49.55,141.65,10,3.6
1971,2,24,1,27,55,46.6,142.35,10,3.4
1971,3,3,4,54,14,52.9,143.1,10,3.4
1971,3,3,5,17,24,53.1,143.4,10,3.6
1971,3,3,7,7,27,53,143.1,10,3.4
1971,3,3,7,31,18,53.05,143.3,10,3.7
1971,3,3,19,0,44,46.52,142.35,10,3.5
1971,3,4,2,16,28,53.05,142.25,10,3.8
1971,3,14,6,41,17,45.8,142.5,335,3.2
1971,4,8,10,6,42,49.6,141.6,15,3.7
1971,4,13,21,55,29,52.4,141.8,10,3.3
1971,4,16,13,28,45,53.23,143.19,10,3.6
1971,5,9,22,33,28,51.8,143.3,10,3.7
1971,5,21,12,28,41,51.9,143.8,15,3.3
1971,7,1,14,3,20,46.3,142.2,10,4.1
1971,7,15,18,4,56,53.11,143.65,15,3.5
1971,7,20,19,2,1,55,142.6,15,3.6
1971,8,15,6,34,42,49.53,141.52,15,3.3
1971,9,5,18,35,26,46.47,141.13,17,7.5
1971,9,5,19,33,46,46.34,141.15,10,5.8
1971,9,5,19,59,39,46.3,141,10,4.1
1971,9,5,20,36,57,46.7,141.3,10,5.3
1971,9,5,20,43,0,46.6,141.3,10,4.1
1971,9,5,21,13,53,46.38,141,10,4.4
1971,9,5,21,22,12,46.2,141.5,10,4.1
1971,9,5,23,10,19,46.32,141.51,10,4.3
1971,9,5,23,14,19,46.3,141.3,10,3.9
1971,9,6,0,9,54,46.2,141.3,10,3.6
1971,9,6,1,24,45,46.3,141.3,10,3.9
1971,9,6,2,59,39,46.64,141.41,10,5.4
1971,9,6,4,13,32,46.2,141.2,10,3.9
1971,9,6,4,21,42,46.3,141.4,10,4.5
1971,9,6,6,1,40,46.4,141.6,20,4
1971,9,6,6,33,3,46.7,141.1,20,4.7
1971,9,6,6,45,59,46.36,141.1,10,5.8
1971,9,6,7,9,45,46.3,141.2,10,3.9
1971,9,6,7,37,40,46.3,141.1,20,4.1
1971,9,6,7,43,38,46.4,141.1,20,4.1
1971,9,6,7,48,29,46.2,141.2,10,3.9
1971,9,6,8,27,28,46.2,141.2,10,3.9
1971,9,6,10,5,56,46.5,141.1,10,4.1
1971,9,6,10,48,29,46.5,141.25,10,5.3
1971,9,6,11,23,10,46.1,141.2,10,4.1
1971,9,6,12,3,12,46.4,141.2,10,4.1
1971,9,6,12,25,32,46.4,141.2,10,3.9
1971,9,6,13,37,11,46.74,141.38,22,6.1
1971,9,6,14,47,45,46.4,141.1,10,3.9
1971,9,6,15,27,43,46.3,141.2,10,3.9
1971,9,6,15,46,14,46.22,141.21,10,4.4
1971,9,6,17,13,35,46.3,141.1,10,3.9
1971,9,6,20,10,43,46.5,141.1,10,4.1
1971,9,6,20,44,37,46.4,141.1,10,3.9
1971,9,6,21,47,39,46.5,141.1,10,4.1
1971,9,7,0,25,27,46.5,141.2,10,3.9
1971,9,7,1,17,20,46.3,141.3,10,3.9
1971,9,7,3,38,56,46.4,141,10,3.9
1971,9,7,7,40,14,46.3,141.3,10,3.9
1971,9,7,17,7,45,46.3,141.3,10,3.6
1971,9,8,3,17,25,46.65,141.41,10,5.6
1971,9,8,5,48,49,46.3,141.3,10,3.6
1971,9,8,11,20,0,46.2,141.3,10,4.1
1971,9,8,11,48,25,46.4,140.97,17,6.9
1971,9,8,11,56,19,46.1,141.3,10,4.1
1971,9,8,11,58,8,46.3,141.1,15,4.1
1971,9,8,12,15,4,46.1,141.1,10,3.9
1971,9,8,12,16,41,46.1,141.2,10,3.9
1971,9,8,12,27,24,46.3,141.1,10,4.1
1971,9,8,12,34,17,46,140.8,10,4.4
1971,9,8,12,38,57,46.37,141.1,20,5
1971,9,8,12,48,48,46.2,141.1,10,3.4
1971,9,8,12,58,58,46.2,141.1,20,4.4
1971,9,8,13,8,15,46,140.9,10,4.1
1971,9,8,13,12,9,46.2,141,10,3.9
1971,9,8,13,17,52,46.1,141.1,10,3.9
1971,9,8,13,26,47,46,141,10,3.9
1971,9,8,13,47,47,46.1,140.9,20,4
1971,9,8,13,53,15,46,141,10,3.4
1971,9,8,14,47,51,46,140.8,10,4.3
1971,9,8,15,2,11,46.6,141.2,15,5.2
1971,9,8,15,21,52,46.2,141.1,10,3.9
1971,9,8,15,28,0,46,141.4,10,4.5
1971,9,8,15,31,10,46.1,140.8,10,3.9
1971,9,8,16,36,22,46.31,140.91,10,4.4
1971,9,8,16,59,52,46.24,140.92,15,6.7
1971,9,8,17,15,54,46.2,141.1,10,3.9
1971,9,8,18,12,33,46.2,140.6,10,3.9
1971,9,8,18,21,59,45.9,141.1,20,3.6
1971,9,8,19,22,17,46.34,141.02,20,5
1971,9,8,20,2,56,46.2,141,10,3.6
1971,9,8,20,45,0,46.4,141.2,10,4.5
1971,9,8,22,17,17,46.2,141,20,3.6
1971,9,8,22,44,50,46,140.7,20,3.9
1971,9,8,23,17,18,46.3,141.1,10,3.4
1971,9,9,0,9,14,46.2,141.2,20,3.6
1971,9,9,0,11,24,46.2,141,15,3.9
1971,9,9,1,13,23,46.1,141,15,4.1
1971,9,9,1,36,16,46.1,140.9,10,4.1
1971,9,9,3,27,19,46.1,141.1,10,3.6
1971,9,9,3,35,44,45.9,140.8,10,4.1
1971,9,9,4,31,9,46.31,141.03,10,4.1
1971,9,9,5,48,29,46.2,141.7,10,3.9
1971,9,9,6,14,27,46.2,140.9,20,4.1
1971,9,9,8,22,0,46.6,141.6,20,3.4
1971,9,9,8,38,54,46.1,140.9,10,4.1
1971,9,9,10,46,48,46.6,141.1,10,4.5
1971,9,9,11,26,54,46.5,141,10,3.9
1971,9,9,12,20,13,46.5,141.1,10,4.1
1971,9,9,12,59,31,46.5,141.6,20,3.4
1971,9,9,19,50,54,46.4,141.1,15,3.9
1971,9,9,21,6,19,46.4,141.4,10,4.1
1971,9,10,0,53,49,46.4,141.3,10,3.9
1971,9,10,1,50,24,46,140.8,10,3.9
1971,9,10,9,15,42,46.5,141.2,15,4.1
1971,9,10,11,25,40,46.5,141.1,20,3.6
1971,9,10,16,54,0,46.5,141.1,10,3.6
1971,9,10,23,2,27,46.3,141,10,4.1
1971,9,11,12,38,37,46.4,141.1,10,3.9
1971,9,11,13,33,54,46.1,141,10,3.4
1971,9,11,18,14,4,46.1,141.2,10,3.6
1971,9,11,18,52,52,46,141,10,3.9
1971,9,11,20,46,24,46.3,141.2,10,3.6
1971,9,12,13,30,24,46.2,141.1,10,3.9
1971,9,12,14,47,10,46.2,141.1,10,4.1
1971,9,13,13,27,9,46.2,141,10,3.6
1971,9,13,14,25,48,46.2,141.1,10,4.1
1971,9,13,17,1,30,46.3,141.3,10,3.4
1971,9,13,20,41,17,46.3,141.2,10,3.6
1971,9,14,17,27,17,46.2,140.8,10,4.4
1971,9,14,21,29,49,46.2,141,10,3.4
1971,9,15,3,40,53,46.3,141.2,10,3.6
1971,9,15,10,6,47,46.1,141,15,4.1
1971,9,15,19,7,37,46.2,141,10,3.9
1971,9,16,2,18,30,46.3,141.3,10,3.4
1971,9,16,12,58,10,46.2,141.1,10,3.4
1971,9,16,15,18,4,46.2,141.1,10,3.4
1971,9,17,7,59,50,46,140.9,20,3.6
1971,9,18,4,16,40,46.4,141.3,10,4.1
1971,9,18,19,58,40,46.2,141.2,10,3.6
1971,9,18,23,15,20,46.1,140.7,20,4.1
1971,9,19,3,39,40,46.4,141.2,10,4.1
1971,9,19,10,17,9,46.3,141.1,10,3.4
1971,9,20,14,57,1,46.3,141,10,3.6
1971,9,21,23,4,4,46.5,141.1,10,3.9
1971,9,22,14,20,10,46.4,140.9,10,4.7
1971,9,22,16,25,54,46.1,141.5,10,3.9
1971,9,26,15,6,45,46.3,141.4,10,4.5
1971,9,26,22,44,44,46.5,141.3,10,4.5
1971,9,27,16,14,48,52.4,141.8,5,3.3
1971,9,27,19,1,43,46.39,141.05,10,6.6
1971,9,27,19,8,38,46.3,141.3,10,4.7
1971,9,27,19,14,57,46.3,141.4,10,4.1
1971,9,27,19,27,29,46.4,141.3,5,3.9
1971,9,27,19,49,56,46.4,141.3,10,3.9
1971,9,27,21,32,20,46.23,141.08,10,4.5
1971,9,27,22,21,26,46.3,141.1,10,3.9
1971,9,28,1,14,46,45.9,141.2,10,3.9
1971,9,28,11,18,25,45.9,141.2,10,3.9
1971,9,30,16,50,19,46.3,141.1,10,4.1
1971,10,2,11,3,17,46.2,141.7,5,3.6
1971,10,3,20,48,20,46.2,141.6,10,3.4
1971,10,5,0,12,2,46.4,141.1,5,3.9
1971,10,5,18,0,37,46.7,141.4,20,3.4
1971,10,8,13,3,22,46.6,141.3,10,3.4
