"Time [s]"	"X-Loc. [mm]"	"Energy [eu]"
650.169128	16.5767498	24.9608727
650.180725	21.9505272	40.624897
650.211121	10.5654039	118.280945
650.233337	17.3964806	80.312294
650.343506	16.0302639	61.5623436
650.383118	22.0416107	17.3437061
650.485779	14.8462114	30.8983593
650.508606	18.7626934	36.3280334
650.534912	13.4799967	343.124115
650.61676	9.29027081	28.085865
650.800476	12.5691862	118.437195
650.903259	15.1194534	55.7029839
651.115906	10.9297276	97.6559982
651.125427	11.5672951	314.061707
651.156677	14.4818869	186.874527
651.225525	-1.00188231	30.9374199
651.256592	15.3926964	70.6248169
651.337585	13.662159	65.4685822
651.363647	13.5710773	155.937103
651.633179	4.2808156	35.0389709
651.638428	16.6678314	85.9372787
651.657104	16.2124252	222.499435
651.660217	13.1156721	52.4998665
651.667053	13.0245905	81.874794
651.802124	11.5672951	30.4686718
651.843628	17.4875603	46.1717567
651.959839	6.01135445	35.6639709
652.040894	12.4781055	25.7030602
652.043396	20.948637	20.4686985
652.178467	0.0910889357	30.8983593
652.244141	6.10243511	87.0310287
652.271606	15.1194534	102.968483
652.379272	9.29027081	73.8279343
652.455933	20.2199898	55.937355
652.465332	18.4894505	56.17173
652.516907	1.09298062	83.1247864
652.575256	13.8443203	201.249481
652.62262	18.9448566	96.5622559
652.790894	5.73811102	88.1247711
652.839844	10.6564856	57.4998512
652.916443	14.1175632	226.56192
653.039185	11.2029715	20.3905735
653.197327	13.2978344	70.3123169
653.515381	16.2124252	72.3435669
653.519287	16.3945885	61.0154686
653.586487	18.5805321	55.3904839
653.674622	11.2029715	82.1872864
653.789001	14.9372931	43.8280144
653.818115	14.8462114	1087.49719
653.824219	16.4856682	147.030869
653.826294	15.757021	474.998779
653.89801	13.3889151	51.1717453
653.918091	14.9372931	133.280914
653.985046	14.9372931	39.4530258
654.216003	16.6678314	39.921772
654.229614	13.2067528	261.249329
654.238953	20.8575573	20.8593216
654.421814	16.1213455	57.9686012
654.577942	20.5843143	15.2538671
654.5896	12.9335108	131.249664
654.606018	16.4856682	30.1561737
654.665771	10.018919	111.093468
654.774231	14.9372931	52.4998665
654.782898	11.0208092	908.747681
655.008484	11.4762144	86.5622787
655.12793	11.2029715	34.6874123
655.212158	10.6564856	40.234272
655.37384	-0.182153657	40.546772
655.423645	5.82919216	87.9685211
655.508362	16.9410744	57.26548
655.587402	13.0245905	20.8983841
655.643738	10.292161	105.624733
655.68866	14.7551298	159.999588
655.753296	22.0416107	39.0233383
655.756104	12.4781055	209.061966
655.858215	14.0264816	91.4060135
655.964417	13.1156721	38.4764633
656.036194	7.46865034	67.0310822
656.169556	8.28837872	96.2497559
656.214722	15.210535	385.624023
656.316406	4.64513922	33.8280373
656.671387	14.9372931	501.873718
656.736572	19.7645855	46.7186317
656.76001	14.5729685	133.124664
656.777283	10.8386478	155.937103
656.803894	5.28270626	39.687397
656.924133	6.4667592	55.7029839
657.004272	15.1194534	62.4998398
657.088196	19.8556671	157.655853
657.184509	13.0245905	90.9372635
657.529236	13.0245905	50.7811203
657.880493	10.6564856	40.937397
657.905945	13.0245905	70.9373169
657.944092	15.757021	33.0467911
658.035156	11.7494574	127.187172
658.393005	4.8273015	42.8905144
658.405457	17.2143173	56.64048
658.454468	2.09487128	53.8279877
658.522461	9.38135147	39.1014633
658.789795	16.5767498	97.9684982
658.835266	21.3129635	16.4452705
658.915894	13.3889151	145.624634
658.953552	15.3016167	20.117136
659.062378	11.2029715	24.8827496
659.177673	13.2978344	251.874359
659.222412	6.37567854	35.2733459
659.257019	19.4913406	65.2342072
659.321899	13.1156721	40.937397
659.362122	12.2959423	150.312119
659.474121	10.5654039	76.7185516
659.499756	11.840538	83.4372864
659.6521	17.1232376	188.749512
659.689514	13.5710773	729.998108
659.705994	-0.637558281	25.3905602
659.902954	12.3870239	40.156147
659.906372	17.7608013	185.624527
660.009277	15.5748596	200.624481
660.55304	18.0340462	109.374718
660.674377	0.546494484	41.0936432
660.770752	13.3889151	105.155983
660.933533	-0.637558281	19.8241673
661.160583	15.210535	154.530853
661.208191	11.840538	90.4685211
661.355042	13.662159	198.749496
661.5354	13.5710773	279.374298
661.560608	4.46297741	37.4608421
661.659546	8.65270329	92.4997635
661.746094	15.0283737	51.6404915
661.820679	20.4932327	197.811996
661.996216	12.4781055	157.655853
